Name,ID,Has Block,Mod,Class,Display Name
Botania:stone3Slab,922,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,花岗岩台阶
Botania:stone3SlabFull,923,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,花岗岩台阶
Botania:stone8Slab,924,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,安山岩砖台阶
Botania:stone8SlabFull,925,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,安山岩砖台阶
Botania:stone9Slab,926,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,玄武岩砖台阶
Botania:stone9SlabFull,927,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,玄武岩砖台阶
Botania:stone10Slab,928,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,闪长岩砖台阶
Botania:stone10SlabFull,929,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,闪长岩砖台阶
Botania:stone11Slab,930,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,花岗岩砖台阶
Botania:stone11SlabFull,931,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,花岗岩砖台阶
Botania:pavement0Slab,932,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,白色葡萄牙台阶
Botania:pavement0SlabFull,933,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,白色葡萄牙台阶
Botania:pavement1Slab,934,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,黑色葡萄牙台阶
Botania:pavement1SlabFull,935,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,黑色葡萄牙台阶
Botania:pavement2Slab,936,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,蓝色葡萄牙台阶
Botania:pavement2SlabFull,937,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,蓝色葡萄牙台阶
Botania:pavement3Slab,938,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,红色葡萄牙台阶
Botania:pavement3SlabFull,939,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,红色葡萄牙台阶
Botania:pavement4Slab,940,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,黄色葡萄牙台阶
Botania:pavement4SlabFull,941,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,黄色葡萄牙台阶
Botania:pavement5Slab,942,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,绿色葡萄牙台阶
Botania:pavement5SlabFull,943,true,Botania,vazkii.botania.common.item.block.ItemBlockModSlab,绿色葡萄牙台阶
structurelib:blockhint,944,true,structurelib,com.gtnewhorizon.structurelib.item.ItemBlockHint,提示方块：1号
modularui:testBlock,945,true,modularui,net.minecraft.item.ItemBlock,tile.testBlock.name
appliedenergistics2:tile.OreQuartz,946,true,appliedenergistics2,appeng.block.AEBaseItemBlock,赛特斯石英矿石
appliedenergistics2:tile.OreQuartzCharged,947,true,appliedenergistics2,appeng.block.AEBaseItemBlock,充能赛特斯石英矿石
appliedenergistics2:tile.BlockMatrixFrame,948,true,appliedenergistics2,appeng.block.AEBaseItemBlock,矩阵框架
appliedenergistics2:tile.BlockQuartz,949,true,appliedenergistics2,appeng.block.AEBaseItemBlock,赛特斯石英块
appliedenergistics2:tile.BlockQuartzPillar,950,true,appliedenergistics2,appeng.block.AEBaseItemBlock,赛特斯竖纹石英块
appliedenergistics2:tile.BlockQuartzChiseled,951,true,appliedenergistics2,appeng.block.AEBaseItemBlock,錾制赛特斯石英块
appliedenergistics2:tile.BlockQuartzGlass,952,true,appliedenergistics2,appeng.block.AEBaseItemBlock,石英玻璃
appliedenergistics2:tile.BlockQuartzLamp,953,true,appliedenergistics2,appeng.block.AEBaseItemBlock,聚能石英玻璃
appliedenergistics2:tile.BlockQuartzTorch,954,true,appliedenergistics2,appeng.block.AEBaseItemBlock,充能石英火把
appliedenergistics2:tile.BlockFluix,955,true,appliedenergistics2,appeng.block.AEBaseItemBlock,福鲁伊克斯块
appliedenergistics2:tile.BlockSkyStone,956,true,appliedenergistics2,appeng.block.AEBaseItemBlock,陨石
appliedenergistics2:tile.BlockSkyChest,957,true,appliedenergistics2,appeng.block.AEBaseItemBlock,陨石箱子
appliedenergistics2:tile.BlockSkyCompass,958,true,appliedenergistics2,appeng.block.AEBaseItemBlock,陨石罗盘
appliedenergistics2:tile.BlockGrinder,959,true,appliedenergistics2,appeng.block.AEBaseItemBlock,石英磨具
appliedenergistics2:tile.BlockCrank,960,true,appliedenergistics2,appeng.block.AEBaseItemBlock,木质曲柄
appliedenergistics2:tile.BlockInscriber,961,true,appliedenergistics2,appeng.block.AEBaseItemBlock,压印器
appliedenergistics2:tile.BlockWireless,962,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME无线访问点
appliedenergistics2:tile.BlockCharger,963,true,appliedenergistics2,appeng.block.AEBaseItemBlock,充能器
appliedenergistics2:tile.BlockTinyTNT,964,true,appliedenergistics2,appeng.block.AEBaseItemBlock,迷你TNT
appliedenergistics2:tile.BlockSecurity,965,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME安全终端
appliedenergistics2:tile.BlockQuantumRing,966,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME量子环
appliedenergistics2:tile.BlockQuantumLinkChamber,967,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME量子链接仓
appliedenergistics2:tile.BlockSpatialPylon,968,true,appliedenergistics2,appeng.block.AEBaseItemBlock,空间塔
appliedenergistics2:tile.BlockSpatialIOPort,969,true,appliedenergistics2,appeng.block.AEBaseItemBlock,空间IO端口
appliedenergistics2:tile.BlockCableBus,970,true,appliedenergistics2,appeng.block.AEBaseItemBlock,AE线缆/总线
appliedenergistics2:tile.BlockController,971,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME控制器
appliedenergistics2:tile.BlockDrive,972,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME驱动器
appliedenergistics2:tile.BlockChest,973,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME箱子
appliedenergistics2:tile.BlockInterface,974,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME接口
appliedenergistics2:tile.BlockCellWorkbench,975,true,appliedenergistics2,appeng.block.AEBaseItemBlock,元件工作台
appliedenergistics2:tile.BlockIOPort,976,true,appliedenergistics2,appeng.block.AEBaseItemBlock,ME-IO端口
appliedenergistics2:tile.BlockCondenser,977,true,appliedenergistics2,appeng.block.AEBaseItemBlock,物质聚合器
appliedenergistics2:tile.BlockEnergyAcceptor,978,true,appliedenergistics2,appeng.block.AEBaseItemBlock,能源接收器
appliedenergistics2:tile.BlockVibrationChamber,979,true,appliedenergistics2,appeng.block.AEBaseItemBlock,谐振仓
appliedenergistics2:tile.BlockQuartzGrowthAccelerator,980,true,appliedenergistics2,appeng.block.AEBaseItemBlock,晶体催生器
appliedenergistics2:tile.BlockEnergyCell,981,true,appliedenergistics2,appeng.block.AEBaseItemBlockChargeable,能源元件
appliedenergistics2:tile.BlockDenseEnergyCell,982,true,appliedenergistics2,appeng.block.AEBaseItemBlockChargeable,致密能源元件
appliedenergistics2:tile.BlockCreativeEnergyCell,983,true,appliedenergistics2,appeng.block.AEBaseItemBlock,创造能源元件
appliedenergistics2:tile.BlockCraftingUnit,984,true,appliedenergistics2,appeng.block.AEBaseItemBlock,合成单元
appliedenergistics2:tile.BlockAdvancedCraftingUnit,985,true,appliedenergistics2,appeng.block.AEBaseItemBlock,64核并行处理单元
appliedenergistics2:tile.BlockCraftingStorage,986,true,appliedenergistics2,appeng.block.crafting.ItemCraftingStorage,1k合成存储器
appliedenergistics2:tile.BlockAdvancedCraftingStorage,987,true,appliedenergistics2,appeng.block.crafting.ItemCraftingStorage,256k合成存储器
appliedenergistics2:tile.BlockSingularityCraftingStorage,988,true,appliedenergistics2,appeng.block.crafting.ItemCraftingStorage,奇点合成存储器
appliedenergistics2:tile.BlockCraftingMonitor,989,true,appliedenergistics2,appeng.block.AEBaseItemBlock,合成监控器
appliedenergistics2:tile.BlockMolecularAssembler,990,true,appliedenergistics2,appeng.block.AEBaseItemBlock,分子装配室
appliedenergistics2:tile.BlockLightDetector,991,true,appliedenergistics2,appeng.block.AEBaseItemBlock,光亮探测器
appliedenergistics2:tile.BlockPaint,992,true,appliedenergistics2,appeng.block.AEBaseItemBlock,tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.BlockPatternOptimizationMatrix,993,true,appliedenergistics2,appeng.block.AEBaseItemBlock,样板优化矩阵
appliedenergistics2:tile.SkyStoneStairBlock,994,true,appliedenergistics2,net.minecraft.item.ItemBlock,陨石楼梯
appliedenergistics2:tile.SkyStoneBlockStairBlock,995,true,appliedenergistics2,net.minecraft.item.ItemBlock,陨石块楼梯
appliedenergistics2:tile.SkyStoneBrickStairBlock,996,true,appliedenergistics2,net.minecraft.item.ItemBlock,陨石石砖楼梯
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock,997,true,appliedenergistics2,net.minecraft.item.ItemBlock,陨石砖块楼梯
appliedenergistics2:tile.FluixStairBlock,998,true,appliedenergistics2,net.minecraft.item.ItemBlock,福鲁伊克斯楼梯
appliedenergistics2:tile.QuartzStairBlock,999,true,appliedenergistics2,net.minecraft.item.ItemBlock,赛特斯石英楼梯
appliedenergistics2:tile.ChiseledQuartzStairBlock,1000,true,appliedenergistics2,net.minecraft.item.ItemBlock,錾制赛特斯石英楼梯
appliedenergistics2:tile.QuartzPillarStairBlock,1001,true,appliedenergistics2,net.minecraft.item.ItemBlock,竖纹赛特斯石英楼梯
appliedenergistics2:tile.SkyStoneSlabBlock,1002,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石台阶
appliedenergistics2:tile.SkyStoneSlabBlock.double,1003,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock,1004,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石块台阶
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double,1005,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石块台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock,1006,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石石砖台阶
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double,1007,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石石砖台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock,1008,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石砖块台阶
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double,1009,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,陨石砖块台阶
appliedenergistics2:tile.FluixSlabBlock,1010,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,福鲁伊克斯台阶
appliedenergistics2:tile.FluixSlabBlock.double,1011,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,福鲁伊克斯台阶
appliedenergistics2:tile.QuartzSlabBlock,1012,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,赛特斯石英台阶
appliedenergistics2:tile.QuartzSlabBlock.double,1013,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock,1014,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,錾制赛特斯石英台阶
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double,1015,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,錾制赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock,1016,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,竖纹赛特斯石英台阶
appliedenergistics2:tile.QuartzPillarSlabBlock.double,1017,true,appliedenergistics2,appeng.block.AEBaseItemBlockSlab,竖纹赛特斯石英台阶
modularui2:test_block,1018,true,modularui2,net.minecraft.item.ItemBlock,tile.test_block.name
Forestry:core,1019,true,Forestry,forestry.core.items.ItemBlockForestry,分析仪
Forestry:soil,1020,true,Forestry,forestry.core.items.ItemBlockTyped,腐殖土
Forestry:resources,1021,true,Forestry,forestry.core.items.ItemBlockForestry,磷矿石
Forestry:resourceStorage,1022,true,Forestry,forestry.core.items.ItemBlockForestry,磷灰石块
Forestry:fluid.bioethanol,1023,true,Forestry,net.minecraft.item.ItemBlock,乙醇
Forestry:fluid.biomass,1024,true,Forestry,net.minecraft.item.ItemBlock,生物质
Forestry:fluid.glass,1025,true,Forestry,net.minecraft.item.ItemBlock,液态玻璃
Forestry:fluid.honey,1026,true,Forestry,net.minecraft.item.ItemBlock,蜂蜜
Forestry:fluid.ice,1027,true,Forestry,net.minecraft.item.ItemBlock,碎冰
Forestry:fluid.juice,1028,true,Forestry,net.minecraft.item.ItemBlock,果汁
Forestry:fluid.milk,1029,true,Forestry,net.minecraft.item.ItemBlock,牛奶
Forestry:fluid.seedoil,1030,true,Forestry,net.minecraft.item.ItemBlock,种子油
Forestry:fluid.short.mead,1031,true,Forestry,net.minecraft.item.ItemBlock,蜂蜜酒
Forestry:fluid.mead,1032,true,Forestry,net.minecraft.item.ItemBlock,蜂蜜陈酿
Forestry:apiculture,1033,true,Forestry,forestry.core.items.ItemBlockForestry,蜂箱
Forestry:apicultureChest,1034,true,Forestry,forestry.core.items.ItemBlockForestry,养蜂人箱子
Forestry:beehives,1035,true,Forestry,forestry.core.items.ItemBlockForestry,tile.for.beehives.0.name
Forestry:candle,1036,true,Forestry,forestry.apiculture.items.ItemBlockCandle,蜡烛(熄灭)
Forestry:stump,1037,true,Forestry,forestry.core.items.ItemBlockForestry,蜡烛
Forestry:alveary,1038,true,Forestry,forestry.core.items.ItemBlockForestry,蜂箱组
Forestry:logs,1039,true,Forestry,forestry.arboriculture.items.ItemBlockWood,落叶树原木
Forestry:planks,1040,true,Forestry,forestry.arboriculture.items.ItemBlockWood,落叶树木板
Forestry:slabs,1041,true,Forestry,forestry.arboriculture.items.ItemBlockWoodSlab,落叶树台阶
Forestry:slabsDouble,1042,true,Forestry,forestry.arboriculture.items.ItemBlockWoodSlab,落叶树台阶
Forestry:fences,1043,true,Forestry,forestry.arboriculture.items.ItemBlockWood,落叶树栅栏
Forestry:stairs,1044,true,Forestry,forestry.arboriculture.items.ItemBlockWood,落叶树楼梯
Forestry:logsFireproof,1045,true,Forestry,forestry.arboriculture.items.ItemBlockWood,抗燃落叶树原木
Forestry:planksFireproof,1046,true,Forestry,forestry.arboriculture.items.ItemBlockWood,抗燃落叶树木板
Forestry:slabsFireproof,1047,true,Forestry,forestry.arboriculture.items.ItemBlockWoodSlab,抗燃落叶树台阶
Forestry:slabsDoubleFireproof,1048,true,Forestry,forestry.arboriculture.items.ItemBlockWoodSlab,抗燃落叶树台阶
Forestry:fencesFireproof,1049,true,Forestry,forestry.arboriculture.items.ItemBlockWood,抗燃落叶树栅栏
Forestry:stairsFireproof,1050,true,Forestry,forestry.arboriculture.items.ItemBlockWood,抗燃落叶树楼梯
Forestry:saplingGE,1051,true,Forestry,forestry.core.items.ItemBlockForestry,树苗
Forestry:leaves,1052,true,Forestry,forestry.arboriculture.items.ItemBlockLeaves,树叶
Forestry:pods,1053,true,Forestry,forestry.core.items.ItemBlockForestry,豆荚
Forestry:arboriculture,1054,true,Forestry,forestry.core.items.ItemBlockForestry,林业员箱子
Forestry:engine,1055,true,Forestry,forestry.core.items.ItemBlockForestry,电动引擎
Forestry:factory,1056,true,Forestry,forestry.core.items.ItemBlockForestry,装瓶机
Forestry:factory2,1057,true,Forestry,forestry.core.items.ItemBlockNBT,热电子加工台
Forestry:mushroom,1058,true,Forestry,forestry.core.items.ItemBlockTyped,蘑菇
Forestry:ffarm,1059,true,Forestry,forestry.farming.items.ItemBlockFarm,农场方块
Forestry:lepidopterology,1060,true,Forestry,forestry.core.items.ItemBlockForestry,鳞翅目昆虫学家箱子
Forestry:mail,1061,true,Forestry,forestry.core.items.ItemBlockForestry,信箱
gregtech:gt.blockmachines,1062,true,gregtech,gregtech.common.blocks.ItemMachines,.name
gregtech:gt.blockcasings,1063,true,gregtech,gregtech.common.blocks.ItemCasings1,ULV Machine Casing
gregtech:gt.blockcasings2,1064,true,gregtech,gregtech.common.blocks.ItemCasings2,Solid Steel Machine Casing
gregtech:gt.blockcasings3,1065,true,gregtech,gregtech.common.blocks.ItemCasings3,Yellow Stripes Block
gregtech:gt.blockcasings4,1066,true,gregtech,gregtech.common.blocks.ItemCasings4,Robust Tungstensteel Machine Casing
gregtech:gt.blockcasings5,1067,true,gregtech,gregtech.common.blocks.ItemCasings5,Cupronickel Coil Block
gregtech:gt.blockcasings6,1068,true,gregtech,gregtech.common.blocks.ItemCasings6,Hermetic Casing
gregtech:gt.blockcasings8,1069,true,gregtech,gregtech.common.blocks.ItemCasings8,Chemically Inert Machine Casing
gregtech:gt.blockcasings9,1070,true,gregtech,gregtech.common.blocks.ItemCasings9,PBI Pipe Casing
gregtech:gt.blockcasings10,1071,true,gregtech,gregtech.common.blocks.ItemCasings10,MagTech Casing
gregtech:gt.blockcasings11,1072,true,gregtech,gregtech.common.blocks.ItemCasings11,Tin Item Pipe Casing
gregtech:gt.blockgranites,1073,true,gregtech,gregtech.common.blocks.ItemGranites,Black Granite
gregtech:gt.block.longdistancepipe,1074,true,gregtech,gregtech.common.blocks.ItemLongDistancePipe,Long Distance Fluid Pipeline Pipe
gregtech:gt.blockconcretes,1075,true,gregtech,gregtech.common.blocks.ItemConcretes,Dark Concrete
gregtech:gt.blockstones,1076,true,gregtech,gregtech.common.blocks.ItemGranites,Marble
gregtech:gt.blockores,1077,true,gregtech,gregtech.common.blocks.ItemOres,gt.blockores.0.name
gregtech:gt.blockframes,1078,true,gregtech,gregtech.common.blocks.ItemFrames,gt.blockframes.0.name
gregtech:tile.gt.dronerender,1079,true,gregtech,net.minecraft.item.ItemBlock,tile.gt.dronerender.name
gregtech:gt.blockglass1,1080,true,gregtech,gregtech.common.blocks.ItemGlass1,Chemical Grade Glass
gregtech:gt.blocktintedglass,1081,true,gregtech,gregtech.common.blocks.ItemGlass1,Tinted Industrial Glass (White)
gregtech:gt.laserplate,1082,true,gregtech,gregtech.common.blocks.ItemBlockLaser,Laser Resistant Plate
gregtech:gt.wormholerenderer,1083,true,gregtech,net.minecraft.item.ItemBlock,gt.wormholerenderer.name
gregtech:gt.blackholerenderer,1084,true,gregtech,net.minecraft.item.ItemBlock,gt.blackholerenderer.name
gregtech:gt.blockmetal1,1085,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Adamantium
gregtech:gt.blockmetal2,1086,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Bronze
gregtech:gt.blockmetal3,1087,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Fluxed Electrum
gregtech:gt.blockmetal4,1088,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Knightmetal
gregtech:gt.blockmetal5,1089,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Neodymium
gregtech:gt.blockmetal6,1090,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Promethium
gregtech:gt.blockmetal7,1091,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Sunnarium
gregtech:gt.blockmetal8,1092,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Vanadium
gregtech:gt.blockgem1,1093,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Aer
gregtech:gt.blockgem2,1094,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Lazurite
gregtech:gt.blockgem3,1095,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Topaz
gregtech:gt.blockmetal9,1096,true,gregtech,gregtech.common.blocks.ItemStorage,Block of Cryolite
gregtech:gt.blockreinforced,1097,true,gregtech,gregtech.common.blocks.ItemStorage,Bronzeplate Reinforced Block
gregtech:gt.blockcasings.cyclotron_coils,1098,true,gregtech,gregtech.common.blocks.ItemCyclotronCasings,MV Solenoid Superconductor Coil
gregtech:gt.block.multiblock.machine.stone.wrench.true.true,1099,true,gregtech,gregtech.api.multitileentity.MultiTileEntityItem,Coke Oven
gregtech:gt.block.multiblock.casing.stone.wrench.true.true,1100,true,gregtech,gregtech.api.multitileentity.MultiTileEntityItem,Coke Oven Bricks
gregtech:gt.block.multiblock.componentCasing.stone.wrench.true.true,1101,true,gregtech,gregtech.api.multitileentity.MultiTileEntityItem,Motor Casing LV
gregtech:gt.block.multiblock.upgradeCasing.stone.wrench.true.true,1102,true,gregtech,gregtech.api.multitileentity.MultiTileEntityItem,Inventory Upgrade ULV
bartworks:BW_GlasBlocks,1103,true,bartworks,bartworks.common.items.BWItemBlocks,硼硅酸盐方块
bartworks:BW_GlasBlocks2,1104,true,bartworks,bartworks.common.items.BWItemBlocks,Transcendentally Reinforced Borosilicate Glass Block
GoodGenerator:MAR_Casing,1105,true,GoodGenerator,goodgenerator.items.GGItemBlocks,力场约束机械方块
GoodGenerator:radiationProtectionSteelFrame,1106,true,GoodGenerator,goodgenerator.items.GGItemBlocks,防辐射钢框架
GoodGenerator:fieldRestrictingGlass,1107,true,GoodGenerator,goodgenerator.items.GGItemBlocks,力场约束玻璃
GoodGenerator:FRF_Casings,1108,true,GoodGenerator,goodgenerator.items.GGItemBlocks,硅岩燃料精炼机械方块
GoodGenerator:FRF_Coil_1,1109,true,GoodGenerator,goodgenerator.items.GGItemBlocks,力场约束线圈
GoodGenerator:FRF_Coil_2,1110,true,GoodGenerator,goodgenerator.items.GGItemBlocks,进阶力场约束线圈
GoodGenerator:FRF_Coil_3,1111,true,GoodGenerator,goodgenerator.items.GGItemBlocks,终极力场约束线圈
GoodGenerator:FRF_Coil_4,1112,true,GoodGenerator,goodgenerator.items.GGItemBlocks,Temporal Field Restriction Coil
GoodGenerator:rawCylinder,1113,true,GoodGenerator,goodgenerator.items.GGItemBlocks,粗制气缸
GoodGenerator:titaniumPlatedCylinder,1114,true,GoodGenerator,goodgenerator.items.GGItemBlocks,镀钛气缸
GoodGenerator:speedingPipe,1115,true,GoodGenerator,goodgenerator.items.GGItemBlocks,高速管道方块
GoodGenerator:yottaFluidTankCells,1116,true,GoodGenerator,goodgenerator.items.GGItemBlocks,流体单元方块T1
GoodGenerator:yottaFluidTankCasing,1117,true,GoodGenerator,goodgenerator.items.GGItemBlocks,YOT机械方块
GoodGenerator:supercriticalFluidTurbineCasing,1118,true,GoodGenerator,goodgenerator.items.GGItemBlocks,超临界蒸汽涡轮机械方块
GoodGenerator:componentAssemblylineCasing,1119,true,GoodGenerator,goodgenerator.items.GGItemBlocks,Component Assembly Line Casing (LV)
GoodGenerator:pressureResistantWalls,1120,true,GoodGenerator,goodgenerator.items.GGItemBlocks,耐压墙
GoodGenerator:impreciseUnitCasing,1121,true,GoodGenerator,goodgenerator.items.GGItemBlocks,Imprecise Electronic Unit Casing
GoodGenerator:preciseUnitCasing,1122,true,GoodGenerator,goodgenerator.items.GGItemBlocks,精密电子单元机械方块 MK-I
GoodGenerator:compactFusionCoil,1123,true,GoodGenerator,goodgenerator.items.GGItemBlocks,改良型超导线圈方块
GoodGenerator:antimatterContainmentCasing,1124,true,GoodGenerator,goodgenerator.items.GGItemBlocks,Antimatter Containment Casing
GoodGenerator:magneticFluxCasing,1125,true,GoodGenerator,goodgenerator.items.GGItemBlocks,Magnetic Flux Casing
GoodGenerator:protomatterActivationCoil,1126,true,GoodGenerator,goodgenerator.items.GGItemBlocks,Protomatter Activation Coil
GoodGenerator:antimatterAnnihilationMatrix,1127,true,GoodGenerator,goodgenerator.items.GGItemBlocks,Antimatter Annihilation Matrix
GoodGenerator:gravityStabilizationCasing,1128,true,GoodGenerator,goodgenerator.items.GGItemBlocks,Gravity Stabilization Casing
GoodGenerator:antimatterRenderBlock,1129,true,GoodGenerator,net.minecraft.item.ItemBlock,tile.gg.antimatterRender.name
GoodGenerator:magicCasing,1130,true,GoodGenerator,goodgenerator.items.GGItemBlocks,魔法机械方块
GoodGenerator:essentiaCell,1131,true,GoodGenerator,goodgenerator.items.GGItemBlocks,新手源质扩散单元
GoodGenerator:essentiaHatch,1132,true,GoodGenerator,goodgenerator.items.GGItemBlocks,源质输入仓
GoodGenerator:essentiaOutputHatch,1133,true,GoodGenerator,goodgenerator.items.GGItemBlocks,源质输出仓
GoodGenerator:essentiaFilterCasing,1134,true,GoodGenerator,goodgenerator.items.GGItemBlocks,源质过滤方块
GoodGenerator:essentiaOutputHatch_ME,1135,true,GoodGenerator,goodgenerator.items.GGItemBlocks,源质输出仓 (ME)
GoodGenerator:lightlyCrackedNaquadahGas,1136,true,GoodGenerator,net.minecraft.item.ItemBlock,轻度裂化硅岩气
GoodGenerator:moderatelyCrackedNaquadahGas,1137,true,GoodGenerator,net.minecraft.item.ItemBlock,中度裂化硅岩气
GoodGenerator:heavilyCrackedNaquadahGas,1138,true,GoodGenerator,net.minecraft.item.ItemBlock,重度裂化硅岩气
GoodGenerator:lightlyCrackedLightNaquadahFuel,1139,true,GoodGenerator,net.minecraft.item.ItemBlock,轻度裂化轻质硅岩燃料
GoodGenerator:moderatelyCrackedLightNaquadahFuel,1140,true,GoodGenerator,net.minecraft.item.ItemBlock,中度裂化轻质硅岩燃料
GoodGenerator:heavilyCrackedLightNaquadahFuel,1141,true,GoodGenerator,net.minecraft.item.ItemBlock,重度裂化轻质硅岩燃料
GoodGenerator:lightlyCrackedHeavyNaquadahFuel,1142,true,GoodGenerator,net.minecraft.item.ItemBlock,轻度裂化重质硅岩燃料
GoodGenerator:moderatelyCrackedHeavyNaquadahFuel,1143,true,GoodGenerator,net.minecraft.item.ItemBlock,中度裂化重质硅岩燃料
GoodGenerator:heavilyCrackedHeavyNaquadahFuel,1144,true,GoodGenerator,net.minecraft.item.ItemBlock,重度裂化重质硅岩燃料
GoodGenerator:lightlyCrackedNaquadahAsphalt,1145,true,GoodGenerator,net.minecraft.item.ItemBlock,轻度裂化硅岩沥青
GoodGenerator:moderatelyCrackedNaquadahAsphalt,1146,true,GoodGenerator,net.minecraft.item.ItemBlock,中度裂化硅岩沥青
GoodGenerator:heavilyCrackedNaquadahAsphalt,1147,true,GoodGenerator,net.minecraft.item.ItemBlock,重度裂化硅岩沥青
GoodGenerator:combustionPromotor,1148,true,GoodGenerator,net.minecraft.item.ItemBlock,助燃剂
GoodGenerator:coalTar,1149,true,GoodGenerator,net.minecraft.item.ItemBlock,tile.null.name
GoodGenerator:supercriticalSteam,1150,true,GoodGenerator,net.minecraft.item.ItemBlock,tile.null.name
gtnhlanth:casing.shielded_accelerator,1151,true,gtnhlanth,net.minecraft.item.ItemBlock,Shielded Accelerator Casing
gtnhlanth:casing.electrode,1152,true,gtnhlanth,net.minecraft.item.ItemBlock,Electrode Casing
gtnhlanth:casing.coolant_delivery,1153,true,gtnhlanth,net.minecraft.item.ItemBlock,Coolant Delivery Casing
gtnhlanth:tile.casing.shielded_accelerator_glass,1154,true,gtnhlanth,net.minecraft.item.ItemBlock,Shielded Accelerator Glass
gtnhlanth:casing.antenna_t1,1155,true,gtnhlanth,net.minecraft.item.ItemBlock,Antenna Casing (T1)
gtnhlanth:casing.antenna_t2,1156,true,gtnhlanth,net.minecraft.item.ItemBlock,Antenna Casing (T2)
gtnhlanth:casing.niobium_cavity,1157,true,gtnhlanth,net.minecraft.item.ItemBlock,Niobium Cavity Machine Casing
gtnhlanth:casing.focus_manipulator,1158,true,gtnhlanth,net.minecraft.item.ItemBlock,Focus Manipulator
gtnhlanth:casing.focus_holder,1159,true,gtnhlanth,net.minecraft.item.ItemBlock,Focus Holder
gtnhlanth:casing.target_receptacle,1160,true,gtnhlanth,net.minecraft.item.ItemBlock,Target Receptacle
gtnhlanth:casing.target_holder,1161,true,gtnhlanth,net.minecraft.item.ItemBlock,Target Holder
